id,identity_to_query
UniRef90_A0AAU0UQM1/3-313,0.158
UniRef90_UPI000C6E8FDD/3-326,0.155
UniRef90_A0A1I5UI85/4-304,0.166
UniRef90_A0A285NVT0/7-327,0.166
UniRef90_UPI002EDBB455/3-321,0.168
UniRef90_A0A1G1WEV4/6-324,0.158
UniRef90_A0A7X0IDM7/4-305,0.171
UniRef90_UPI00131D89A7/3-321,0.171
UniRef90_A0ABS9YSB6/3-316,0.124
UniRef90_UPI00359E1C35/3-338,0.158
UniRef90_A0ABD6D2G3/6-338,0.171
UniRef90_UPI001E62BA91/9-320,0.148
UniRef90_UPI000748E871/4-317,0.137
UniRef90_A0A2R6Y4F9/3-315,0.192
UniRef90_UPI001CDA251E/3-325,0.150
UniRef90_A0A1I4TS86/3-316,0.184
UniRef90_A0A060XXZ4/127-337,0.210
UniRef90_A0AAU7YYF3/3-321,0.158
UniRef90_M0MIT6/2-326,0.166
UniRef90_UPI003801D4D3/4-317,0.140
UniRef90_UPI0023E8AD36/3-326,0.153
UniRef90_UPI00365635BA/3-316,0.130
UniRef90_A0A1F5X0T3/2-314,0.176
UniRef90_UPI003C78A22D/3-344,0.148
UniRef90_E7QRK7/3-326,0.163
UniRef90_A0A3Q9FU97/3-319,0.132
UniRef90_F4LW91/3-315,0.163
UniRef90_A0A1G2KVQ7/2-315,0.171
UniRef90_A0A0L0TA86/478-716,0.142
UniRef90_A0A5C6A956/2-324,0.158
UniRef90_A0A1F7RRI9/3-313,0.158
UniRef90_A0A835T7Y0/1701-1926,0.127
UniRef90_UPI00048A07CA/4-313,0.153
UniRef90_A0ABV4AXG6/4-316,0.145
UniRef90_UPI001966C69B/4-317,0.158
UniRef90_A0AA37BJG2/3-300,0.166
UniRef90_UPI00207AF03C/3-313,0.163
UniRef90_I3R2G3/3-326,0.176
UniRef90_A0A2H0TG14/2-319,0.171
UniRef90_UPI00261BC4D9/3-325,0.176
UniRef90_UPI0032561B13/4-320,0.174
UniRef90_UPI003427EF75/3-316,0.124
UniRef90_A0A372IUY9/3-321,0.163
UniRef90_A0A1F4T5M9/3-317,0.148
UniRef90_V4J3C3/21-374,0.168
UniRef90_A0A537JM22/7-319,0.135
UniRef90_UPI00142B4BB1/3-216,0.106
UniRef90_UPI001CBCB52E/23-337,0.148
UniRef90_A0A377FWK9/8-311,0.153
UniRef90_A0A8B6MBK3/4-315,0.179
UniRef90_A0ABW1C640/3-316,0.153
UniRef90_A0A1F5X083/2-315,0.163
UniRef90_A0ABW2E8P3/4-316,0.148
UniRef90_UPI0037934FBB/3-317,0.137
UniRef90_UPI001358D07C/3-326,0.155
UniRef90_A0A140L2A3/5-315,0.161
UniRef90_A0A1F8F8N3/2-321,0.145
UniRef90_A0A1G8JVJ7/17-331,0.155
UniRef90_A0AAC9RQ04/3-314,0.148
UniRef90_UPI001C0B7F6A/4-315,0.168
UniRef90_A0A1H7KR07/3-304,0.171
UniRef90_A0A380CI49/3-314,0.148
UniRef90_UPI0025F634DD/5-320,0.145
UniRef90_UPI0039706EE5/3-346,0.168
UniRef90_A0AAU7ZE91/3-321,0.150
UniRef90_A0ABX8U9J5/10-312,0.168
UniRef90_A0A381UZ62/3-319,0.184
UniRef90_UPI0012EAA72A/3-327,0.158
UniRef90_A0A7Z1SB25/3-314,0.153
UniRef90_A0A6N7PK83/3-315,0.161
UniRef90_UPI001E8DE70E/133-446,0.150
UniRef90_A0ABW7ANG9/4-316,0.153
UniRef90_UPI000678B48D/3-343,0.174
UniRef90_A0A7M2T7L8/3-316,0.124
UniRef90_A0A3B1BXY8/2-313,0.161
UniRef90_UPI001B87F4E5/24-405,0.168
UniRef90_UPI0019231621/5-332,0.176
UniRef90_A0A4Q1B822/127-408,0.153
UniRef90_A0A0I9UP58/4-316,0.130
UniRef90_UPI000D694EC3/3-321,0.155
UniRef90_A0A7C3DS20/2-315,0.158
UniRef90_A0A1U7CP38/4-318,0.142
UniRef90_A0A1A6AEA9/126-463,0.171
UniRef90_A0A4D4J9H5/4-309,0.140
UniRef90_A0A1G2RJM7/2-315,0.148
UniRef90_A0A7T6Z5B4/3-314,0.150
UniRef90_A0A1G2KGL4/3-316,0.150
UniRef90_A0A518B7E7/3-313,0.155
UniRef90_UPI00398D2FF1/3-326,0.171
UniRef90_UPI0007835C2D/3-316,0.145
UniRef90_A0ABW6V5J4/4-306,0.161
UniRef90_A0A932YVG1/2-315,0.158
UniRef90_UPI001F1D4540/3-333,0.155
UniRef90_A0A518K0N9/3-318,0.158
UniRef90_M0M0N7/3-341,0.166
UniRef90_UPI003EB818D4/3-343,0.150
UniRef90_UPI00398B9509/6-317,0.166
UniRef90_A0A0G4B3H1/2-315,0.161
UniRef90_UPI00359ECF0A/3-326,0.150
UniRef90_UPI0039E749D8/4-316,0.148
UniRef90_A0ABU2F7A8/3-326,0.158
UniRef90_A0A0G0YHV6/2-314,0.150
UniRef90_A0A7W8F914/4-316,0.140
UniRef90_A0A653I8F4/5-313,0.153
UniRef90_A0A8T8LKR7/3-339,0.168
UniRef90_A0ABP6SL10/4-318,0.142
UniRef90_UPI0036846212/3-316,0.132
UniRef90_A0A9P7GRD4/129-414,0.132
UniRef90_A0A2T4S8Q8/3-314,0.155
UniRef90_UPI00272971D4/18-328,0.148
UniRef90_UPI0006B05D20/4-316,0.135
UniRef90_A0ABX7RKQ1/4-317,0.148
UniRef90_A0AAE3HD92/4-315,0.145
UniRef90_A0A240UPT2/2-314,0.148
UniRef90_UPI001F479218/3-326,0.168
UniRef90_UPI002AAA8E9C/3-317,0.192
UniRef90_A0A917QT89/4-306,0.163
UniRef90_A0A1I6G640/3-326,0.166
UniRef90_UPI001586964F/4-317,0.142
UniRef90_A0A1G2KRC4/8-320,0.171
UniRef90_A0A0F7PC07/3-326,0.150
UniRef90_A0A1G2QYR6/3-217,0.085
UniRef90_UPI001B869BA3/2-311,0.145
UniRef90_A0ABM9K924/8-323,0.142
UniRef90_UPI00222F0C0C/3-316,0.127
UniRef90_A0A8J3V2G9/4-316,0.142
UniRef90_UPI002FCDF55A/3-217,0.109
UniRef90_A0A831RW55/4-317,0.140
UniRef90_A0A101UTF6/4-316,0.168
UniRef90_A0A553ZPV8/4-316,0.122
UniRef90_UPI000F481788/3-215,0.096
UniRef90_A0A9Q4H048/3-314,0.150
UniRef90_A0A1I1MHS3/2-314,0.142
UniRef90_A0A5E6MEH6/5-332,0.174
UniRef90_UPI001367044B/3-324,0.158
UniRef90_UPI0015B6B79A/3-327,0.155
UniRef90_UPI003C78FA25/4-312,0.163
UniRef90_A0A841PVQ4/3-314,0.158
UniRef90_M0HSA3/3-215,0.106
UniRef90_UPI0024801BF8/3-326,0.158
UniRef90_A0A7D5GMA0/3-325,0.163
UniRef90_A0A8J3IK26/4-324,0.166
UniRef90_A0ABV5SEZ3/4-316,0.142
UniRef90_A0AAV3UAV9/3-326,0.166
UniRef90_A0A5J6SNM4/3-313,0.158
UniRef90_UPI0010214778/4-317,0.145
UniRef90_UPI0036B7B73B/3-316,0.124
UniRef90_UPI003B814F68/15-331,0.140
UniRef90_A0A420WVW8/2-314,0.145
UniRef90_A0A3G2R5F5/3-315,0.161
UniRef90_A0A510Y446/3-313,0.145
UniRef90_A0A4S4KVW1/9-358,0.166
UniRef90_A0A9P7GCP3/25-399,0.168
UniRef90_UPI002F401BEA/3-348,0.140
UniRef90_A0A6G8PTL9/2-310,0.197
UniRef90_A0A511R4C0/2-315,0.155
UniRef90_UPI002658FC06/4-316,0.148
UniRef90_A0ABU2JLP4/3-316,0.145
UniRef90_D4GTB4/3-326,0.179
UniRef90_UPI0035170AE2/4-316,0.155
UniRef90_A0A8J8M7U2/3-313,0.148
UniRef90_A0A8J3VZE5/2-303,0.161
UniRef90_UPI000A11A3DC/4-305,0.163
UniRef90_UPI000DF800B2/5-312,0.148
UniRef90_UPI0033C88923/4-305,0.166
UniRef90_A0A0G1ZVX7/2-321,0.150
UniRef90_A0A1G2RWY0/2-315,0.155
UniRef90_A0A1H1YYE4/3-356,0.148
UniRef90_UPI0008317096/3-316,0.140
UniRef90_A0A933DT34/3-324,0.158
UniRef90_UPI000412D100/4-316,0.155
UniRef90_A0A7K4HL13/4-307,0.161
UniRef90_A0A9W6DE75/3-313,0.148
UniRef90_UPI003EBE9227/3-326,0.171
UniRef90_UPI0035D48D33/3-324,0.158
UniRef90_UPI003AAC33D4/3-336,0.171
UniRef90_A0A1G8SXI7/3-214,0.088
UniRef90_UPI0003423D57/23-347,0.163
UniRef90_A0A1H1QXH0/4-317,0.150
UniRef90_A0A261UNA0/4-313,0.171
UniRef90_A0A0M8K606/7-322,0.155
UniRef90_A0A7W9DTI8/4-305,0.166
UniRef90_UPI002F95A85D/3-313,0.135
UniRef90_A0A975AXI0/4-313,0.176
UniRef90_A0AAE3FTL1/5-327,0.163
UniRef90_UPI002104BFF1/6-316,0.174
UniRef90_A0A6B1ICH0/3-344,0.168
UniRef90_A0A1G2PP14/6-330,0.163
UniRef90_UPI0036F75897/4-317,0.140
UniRef90_UPI0013ED11CA/3-311,0.158
UniRef90_A0A1H3CN85/3-326,0.150
UniRef90_A0A1F5CA98/5-318,0.150
UniRef90_A0A328C963/2-315,0.163
UniRef90_UPI001908AC68/4-316,0.168
UniRef90_A0A2N8P9P3/4-317,0.137
UniRef90_UPI0025FB5E36/2-315,0.163
UniRef90_UPI000AEB4E73/6-319,0.166
UniRef90_A0A345E2P4/3-331,0.155
UniRef90_D2AYP2/4-305,0.168
UniRef90_UPI00100B505F/3-314,0.142
UniRef90_UPI0004734C94/4-319,0.158
UniRef90_A0A143PT23/3-313,0.166
UniRef90_A0ABW2FPQ0/4-316,0.150
UniRef90_UPI001C48FFEB/208-447,0.171
UniRef90_UPI0007C59DC9/4-316,0.148
UniRef90_A0A1G1W0N5/6-324,0.153
UniRef90_A0A1J0LRZ9/2-315,0.168
UniRef90_A0A2Z4FLB4/25-343,0.142
UniRef90_A0ABV2V0H3/3-316,0.124
UniRef90_A0ABU2L9T2/3-316,0.153
UniRef90_A0A1I2RUQ4/3-313,0.161
UniRef90_UPI00082F3F3C/4-306,0.161
UniRef90_A0A2M7CI10/3-357,0.155
UniRef90_UPI002E13B904/4-305,0.171
UniRef90_A0ABD5RKB9/12-337,0.161
UniRef90_UPI0024749EAB/4-316,0.137
UniRef90_UPI00359E2258/4-342,0.161
UniRef90_UPI0015DD1047/4-315,0.142
UniRef90_UPI000E648317/16-333,0.155
UniRef90_UPI00307F211C/2-317,0.150
UniRef90_A0A0G4ISB0/64-487,0.176
UniRef90_UPI0026EF219D/9-320,0.176
UniRef90_A0A218NNK9/3-319,0.158
UniRef90_A0A841BHA8/4-317,0.148
UniRef90_UPI0019D2F1C6/3-316,0.168
UniRef90_H5SDX5/3-315,0.171
UniRef90_A0A660S8K6/6-318,0.145
UniRef90_A0A1I6GE18/3-216,0.106
UniRef90_UPI003565282A/3-315,0.168
UniRef90_A0A0H5E4Q0/4-312,0.181
UniRef90_UPI002D42D402/3-316,0.130
UniRef90_A0AAQ3LB77/4-325,0.155
UniRef90_A0A3D1JDK6/53-368,0.158
UniRef90_UPI0007A539EF/4-316,0.140
UniRef90_UPI0021B47E28/4-316,0.137
UniRef90_A0A9X3J2B7/15-331,0.140
UniRef90_A0A5N6AS78/3-316,0.145
UniRef90_D5EKE2/2-321,0.174
UniRef90_U4KWQ0/347-715,0.163
UniRef90_A0ABT2QNY7/3-314,0.145
UniRef90_UPI001BD52E32/3-315,0.155
UniRef90_A0A537JK80/4-319,0.127
UniRef90_A0A2R6B4Q5/3-311,0.171
UniRef90_A0A1G2G776/4-317,0.168
UniRef90_A0AA36HUR6/735-1121,0.176
UniRef90_A0A3B0SC62/3-320,0.145
UniRef90_UPI001F03C5AA/4-317,0.142
UniRef90_UPI00368211F5/4-316,0.155
UniRef90_A0A0H5R9M3/39-450,0.168
UniRef90_A0A6I0F7L3/4-315,0.142
UniRef90_UPI0005734932/6-323,0.142
UniRef90_A0A1I2DCN8/15-331,0.140
UniRef90_UPI000E218D93/3-342,0.163
UniRef90_UPI00344B8C06/8-323,0.142
UniRef90_A0ABW1AZX7/3-316,0.122
UniRef90_A0A2P6V737/219-592,0.199
UniRef90_A0A1F5WSL5/3-335,0.171
UniRef90_A0A316YXW9/176-437,0.137
UniRef90_A0A432MN02/5-313,0.150
UniRef90_A0A5A8F4W8/2-315,0.174
UniRef90_UPI000CDBACE4/3-346,0.158
UniRef90_UPI00371E7CE9/4-317,0.140
UniRef90_A0ABU9E6U8/3-328,0.148
UniRef90_UPI002E33EC9D/4-317,0.137
UniRef90_A0A1Y2CEH7/245-533,0.153
UniRef90_W8UC04/4-319,0.148
UniRef90_UPI003EB6D8DA/3-326,0.166
UniRef90_A0A0W1RAM7/3-326,0.174
UniRef90_A0A8U0IE41/3-326,0.168
UniRef90_UPI0025E7D403/3-317,0.166
UniRef90_A0A1X0FAF8/3-316,0.132
UniRef90_A0A6J4NBG5/26-360,0.158
UniRef90_A0A7W8A483/4-307,0.163
UniRef90_A0A2Z2H4G7/2-314,0.145
UniRef90_A0A0C2D443/6-318,0.150
UniRef90_A0A931AZF5/7-322,0.168
UniRef90_A0A7D3XXX6/3-339,0.166
UniRef90_A0A6B0GRX0/5-347,0.163
UniRef90_A0A523YPV0/5-316,0.148
UniRef90_A0A3Q9HSL2/3-313,0.153
UniRef90_A0A1G2HIQ7/3-356,0.171
UniRef90_UPI003C080DD0/3-292,0.158
UniRef90_UPI00067939DE/3-326,0.158
UniRef90_A0A1F8EKJ2/3-315,0.161
UniRef90_A0A0C7P3Y3/3-313,0.166
UniRef90_A0A0L6UB16/585-899,0.148
UniRef90_D6GVT7/4-217,0.091
UniRef90_UPI00224D81F8/4-318,0.135
UniRef90_UPI000F7FE1D0/4-317,0.153
UniRef90_UPI001BD96566/3-316,0.142
UniRef90_A0A439DCS5/392-589,0.119
UniRef90_A0A1G2EME6/3-315,0.148
UniRef90_A0ABM8EN10/3-314,0.145
UniRef90_A0A5C6XE28/2-315,0.153
UniRef90_UPI000B342AF7/4-316,0.155
UniRef90_UPI001CCD6A21/3-326,0.176
UniRef90_T1B5R3/3-217,0.093
UniRef90_A0A9P1FPK1/267-654,0.197
UniRef90_A0A1G2PKN0/7-327,0.161
UniRef90_A0ABD6B7M5/3-327,0.168
UniRef90_UPI0005BC7734/4-317,0.140
UniRef90_A0A2K3CPZ5/1409-1632,0.119
UniRef90_A0ABS9Z7I7/10-329,0.168
UniRef90_A0A5C5WE77/2-330,0.161
UniRef90_A0ABD5ZQE4/3-324,0.158
UniRef90_A0A812I9C9/495-855,0.174
UniRef90_A0A5E6MNY2/3-332,0.168
UniRef90_A0A7Y6M8Q0/4-305,0.163
UniRef90_A0AAF0YF33/115-391,0.142
UniRef90_A0A5C4WE14/3-304,0.174
UniRef90_UPI003D0D4CDB/2-313,0.150
UniRef90_A0A2R8CGJ9/2-314,0.142
UniRef90_A0A2W2EA53/4-316,0.140
UniRef90_UPI0021E07020/3-321,0.163
UniRef90_L0GWH6/4-316,0.155
UniRef90_UPI002B495BB9/5-319,0.168
UniRef90_A0A399ETF6/3-315,0.158
UniRef90_A0ABP3Z4J9/4-307,0.161
UniRef90_A0A1G2K234/3-316,0.179
UniRef90_B1YJY6/5-312,0.158
UniRef90_A0ABV9E7G0/5-305,0.163
UniRef90_UPI001E47AC67/6-318,0.161
UniRef90_A0A2H0BRJ8/8-315,0.140
UniRef90_A0ABW5RYN2/6-316,0.166
UniRef90_A0A519BJJ6/3-315,0.153
UniRef90_UPI0015D6C9F6/7-324,0.142
UniRef90_E1THR8/4-316,0.142
UniRef90_UPI00130194D4/3-326,0.155
UniRef90_A0A4V3BDB5/3-314,0.163
UniRef90_A9UX82/179-502,0.197
UniRef90_A0A3A6QCG4/3-341,0.171
UniRef90_A0A8T3USH2/3-313,0.158
UniRef90_A0A2S9YHX9/6-318,0.145
UniRef90_UPI001E54524F/4-317,0.137
UniRef90_A0ABW0QM48/3-316,0.142
UniRef90_A0A1G2QMN4/2-315,0.158
UniRef90_UPI0011A6B7CA/3-326,0.163
UniRef90_A0A1G2LE69/1-312,0.153
UniRef90_UPI0033171950/3-316,0.130
UniRef90_UPI002260E827/3-325,0.148
UniRef90_UPI000E320AE8/5-326,0.150
UniRef90_A0ABT2BFF5/4-317,0.155
UniRef90_UPI003BAFF818/2-312,0.166
UniRef90_A0A1I2MLA5/3-326,0.168
UniRef90_UPI0037191249/4-316,0.127
UniRef90_M0PIB6/3-347,0.166
UniRef90_UPI00384E0AE0/4-317,0.140
UniRef90_A0A1G2LBX4/2-319,0.150
UniRef90_UPI00260F51B2/4-316,0.140
UniRef90_A0A8J7MGC2/6-319,0.155
UniRef90_A0A523VUW9/1-304,0.163
UniRef90_K0IMN1/14-333,0.161
UniRef90_A0A1G2JDU0/2-315,0.163
UniRef90_UPI0021E0CB8B/3-321,0.153
UniRef90_A0A7V6ZCN2/18-332,0.161
UniRef90_A0ABT2CVB7/4-318,0.161
UniRef90_UPI001E5DCA09/3-326,0.161
UniRef90_UPI0030091C48/3-342,0.158
UniRef90_UPI0015698657/3-304,0.168
UniRef90_UPI001CBFD66C/3-314,0.174
UniRef90_A0A6I3L6I2/3-316,0.132
UniRef90_A0AAE6ZVQ7/24-337,0.145
UniRef90_UPI00398A3E7D/3-327,0.150
UniRef90_UPI002989F8AB/3-326,0.163
UniRef90_A0A562VET2/3-307,0.171
UniRef90_A0A6G8Q4A7/69-377,0.179
UniRef90_A0A7Y7M5Q4/4-313,0.168
UniRef90_UPI0034CD6FB5/83-371,0.168
UniRef90_A0A917U9X2/4-316,0.142
UniRef90_A0A975NTC0/2-302,0.168
UniRef90_A0A6J4RH59/2-310,0.192
UniRef90_A0A4R6U7Y7/3-311,0.161
UniRef90_A0A4P6JZ78/4-324,0.148
UniRef90_A0A919REF7/4-305,0.150
UniRef90_A0A1G6MSS7/3-315,0.163
UniRef90_A0A2M8C1M7/3-329,0.161
UniRef90_UPI0006FCF2F5/4-312,0.161
UniRef90_UPI0010F6860E/3-348,0.166
UniRef90_A0ABD5Q188/3-341,0.166
UniRef90_A0A0G1WPZ2/2-315,0.161
UniRef90_UPI003CCAE8AC/137-331,0.282
UniRef90_A0A4V6WQT5/3-315,0.166
UniRef90_A0A2V0P337/552-847,0.137
UniRef90_A0A6J4R1T9/2-310,0.197
UniRef90_UPI0028A8D8F9/3-336,0.158
UniRef90_A0A1G2DFW1/5-340,0.166
UniRef90_UPI0036110984/3-327,0.158
UniRef90_UPI00344C41F2/4-305,0.155
UniRef90_UPI002FCA934D/10-323,0.187
UniRef90_UPI00235F1159/3-310,0.168
UniRef90_UPI003412DE7E/3-316,0.137
UniRef90_UPI0011F64772/4-312,0.168
UniRef90_UPI000B8CD374/4-316,0.155
UniRef90_A0A0K1YBF2/3-337,0.155
UniRef90_A0AA39QM96/9-414,0.194
UniRef90_E6QM59/2-321,0.166
UniRef90_UPI00066488AA/9-323,0.150
UniRef90_A0A8J3WTY4/3-300,0.163
UniRef90_UPI0012758BA5/2-319,0.163
UniRef90_A0A1G1WD20/6-317,0.150
UniRef90_A0A2M8LHS4/7-319,0.174
UniRef90_A0A8H4VP40/50-470,0.153
UniRef90_A0A835XR16/792-1016,0.135
UniRef90_UPI003A8032B6/4-317,0.135
UniRef90_UPI002E30062B/4-316,0.140
UniRef90_A0A382EYC9/36-356,0.158
UniRef90_A0ABD5ZGS5/3-326,0.168
UniRef90_UPI001AACF96F/132-328,0.259
UniRef90_A0A7D5T968/3-327,0.163
UniRef90_A0AAV1IKX1/213-594,0.210
UniRef90_A0ABS6MUP0/28-341,0.142
UniRef90_X1KZZ6/2-315,0.158
UniRef90_A0A151AIJ8/3-325,0.148
UniRef90_UPI0035619AC3/4-313,0.163
UniRef90_A0A8H5EWL7/29-483,0.161
UniRef90_A1VKG1/4-316,0.161
UniRef90_A0A1G1WPN0/2-315,0.171
UniRef90_A0A8S3ZIB5/110-318,0.184
UniRef90_UPI00047BE89E/5-315,0.150
UniRef90_A0A8J2Z9B0/4-316,0.161
UniRef90_UPI0031FF409B/5-318,0.161
UniRef90_A0A2M7DEB2/3-218,0.085
UniRef90_UPI00122E7404/4-326,0.150
UniRef90_A0A9Q8CNH5/3-314,0.174
UniRef90_UPI00351C08ED/3-318,0.171
UniRef90_UPI002966273F/4-316,0.142
UniRef90_A0A2A2FER9/3-326,0.161
UniRef90_A0A1M5FMW9/4-313,0.158
UniRef90_D8J6T8/3-324,0.153
UniRef90_A0ABM9J1Z1/7-323,0.142
UniRef90_A0A840VSE7/4-314,0.150
UniRef90_UPI0020B70EB5/3-324,0.161
UniRef90_UPI0035E17B92/3-316,0.132
UniRef90_A0A8J3RZ18/3-300,0.163
UniRef90_UPI00256F2C13/3-325,0.153
UniRef90_A0A8A3S7C1/4-211,0.096
UniRef90_A0ABV3YQ38/16-328,0.158
UniRef90_A0A8T8WAG7/3-343,0.171
UniRef90_UPI003612B5A3/3-326,0.158
UniRef90_A0A4R6C369/3-314,0.163
UniRef90_A0A9P3PNN5/31-410,0.166
UniRef90_A0A8J6NH81/2-226,0.093
UniRef90_A0A0P9DS16/6-320,0.153
UniRef90_UPI0009C87042/4-320,0.155
UniRef90_UPI00397613F3/3-327,0.148
UniRef90_A0A918TZC4/3-317,0.150
UniRef90_A0A557SR66/4-327,0.174
UniRef90_UPI00135923AF/3-331,0.161
UniRef90_A0A654LZC4/13-359,0.181
UniRef90_UPI000D92918B/3-319,0.171
UniRef90_UPI0033B32C4E/3-304,0.166
UniRef90_UPI003662AD01/3-316,0.142
UniRef90_A0A2G8JQD7/118-320,0.166
UniRef90_A0A380H753/3-314,0.148
UniRef90_A0A5C3DVT7/429-698,0.148
UniRef90_UPI0035658464/3-328,0.161
UniRef90_A0A3N1Y0M5/4-316,0.140
UniRef90_A0A512MH41/5-320,0.163
UniRef90_A0A7J9SIM7/3-326,0.163
UniRef90_A0A7R8X6R6/127-430,0.187
UniRef90_A0A8J4ERB0/4-349,0.142
UniRef90_UPI00211425BA/4-315,0.153
UniRef90_A0A2S5ZYG6/4-317,0.132
UniRef90_UPI003D0DBA73/3-313,0.163
UniRef90_A0A1F7TN69/6-320,0.145
UniRef90_UPI0032B4BE5C/4-316,0.145
UniRef90_A0AA51UPB8/3-317,0.179
UniRef90_A0AAD4LDJ2/21-427,0.158
UniRef90_UPI00300B6EB5/3-213,0.085
UniRef90_A0A317ZED0/4-340,0.158
UniRef90_A0A1G2K8V0/2-315,0.171
UniRef90_W4K941/22-442,0.153
UniRef90_UPI002E376F33/3-316,0.130
UniRef90_A0A8J8SGN7/3-313,0.155
UniRef90_A0A2J0LGP3/1-304,0.158
UniRef90_A0A5B8U0V1/4-320,0.168
UniRef90_A0A7S4JKF6/1-256,0.130
UniRef90_UPI00261AEAEE/2-317,0.150
UniRef90_UPI0010FB180F/3-216,0.093
UniRef90_A0AAN8H3I3/80-272,0.197
UniRef90_A0A1F5Q951/2-313,0.150
UniRef90_A0A160V905/3-319,0.171
UniRef90_UPI0021DC6CD8/2-315,0.153
UniRef90_A0A4R6BLT7/3-314,0.161
UniRef90_UPI002D7724CB/3-320,0.158
UniRef90_A0A250WVP6/677-1067,0.187
UniRef90_V5ET23/64-334,0.142
UniRef90_A0ABQ8V3P8/12-453,0.179
UniRef90_A0A8T4C6N9/2-315,0.161
UniRef90_A0A5E4XIU5/3-338,0.155
UniRef90_UPI002CBD6BC4/2-314,0.135
UniRef90_A0ABT1AKA9/7-323,0.145
UniRef90_A0A1F8GHM6/3-324,0.148
UniRef90_A0A0W8FIS4/7-225,0.111
UniRef90_M0MEN3/3-343,0.155
UniRef90_UPI00343EA4D9/3-316,0.119
UniRef90_A0AAU7JEU8/21-339,0.163
UniRef90_A0AAD2BSL3/9-323,0.140
UniRef90_UPI003783167A/4-319,0.155
UniRef90_A0ABD5V166/3-325,0.148
UniRef90_A0A838AB90/3-317,0.137
UniRef90_UPI00280CFB2E/3-318,0.166
UniRef90_A0A023WZX1/6-324,0.184
UniRef90_A0AA42CH39/4-316,0.155
UniRef90_UPI00281517FA/9-317,0.153
UniRef90_A0A1G2CJW2/5-318,0.142
UniRef90_A0A7C0Y7Y9/10-271,0.140
UniRef90_UPI0022781E93/4-314,0.145
UniRef90_A0A7V8SWY2/3-324,0.181
UniRef90_A0A8J3EUE1/4-357,0.166
UniRef90_A0A5C3DX65/428-698,0.140
UniRef90_UPI001CECAEFA/4-340,0.132
UniRef90_UPI002730268D/4-312,0.181
UniRef90_UPI00047A0C35/4-313,0.158
UniRef90_UPI0010920971/3-334,0.171
UniRef90_UPI001C5FA9F3/4-305,0.168
UniRef90_A0ABS8PLZ8/6-323,0.150
UniRef90_A0A286UC89/146-507,0.137
UniRef90_A0A7C4ZH67/2-315,0.155
UniRef90_D8UB26/932-1415,0.168
UniRef90_UPI002CDF49A3/4-316,0.161
UniRef90_UPI001091D246/3-326,0.161
UniRef90_A0ABD6AL95/3-326,0.158
UniRef90_A0A7S1QED9/11-222,0.140
UniRef90_Q18KU4/3-337,0.153
UniRef90_A0A8X8GI90/3-314,0.145
UniRef90_A0A7S0DIP3/79-394,0.127
UniRef90_UPI0039C5DD52/3-315,0.166
UniRef90_UPI001749FF4F/21-332,0.150
UniRef90_A0ABP4CH43/4-306,0.176
UniRef90_A0A2Z5FTD5/3-322,0.171
UniRef90_A0A484IA52/5-325,0.166
UniRef90_UPI0039C9B189/3-326,0.158
UniRef90_A0AAD9IIP4/2-323,0.174
UniRef90_A0ABD5X5J0/2-325,0.145
UniRef90_A0A1G2L7T1/2-315,0.153
UniRef90_A0ABD5WCU7/3-217,0.096
UniRef90_A0A1D8FWC7/4-317,0.137
UniRef90_UPI00200DDFBB/27-337,0.155
UniRef90_UPI002FDD986F/4-318,0.163
UniRef90_F0VBR0/431-1104,0.181
UniRef90_B4D2N1/6-321,0.158
UniRef90_A0A514LGV9/3-314,0.155
UniRef90_UPI002C65DDC3/5-316,0.163
UniRef90_A0A1F8DNN8/4-342,0.155
UniRef90_A0A2U8E6U8/3-332,0.161
UniRef90_I0YX50/160-548,0.215
UniRef90_A0AAV3T2G5/3-216,0.096
UniRef90_A0A1I5RYV7/3-327,0.166
UniRef90_A0A520KW90/2-312,0.163
UniRef90_A0ABM8XYR3/53-368,0.145
UniRef90_A0A4V3FF28/25-338,0.161
UniRef90_UPI00325F89A5/4-306,0.161
UniRef90_A0A367ZRX1/5-311,0.158
UniRef90_A0ABQ6MHD3/10-264,0.148
UniRef90_UPI0038B98FAD/4-316,0.148
UniRef90_D1CB26/13-325,0.153
UniRef90_UPI00202CCC5D/2-314,0.153
UniRef90_A0A2N9L2H7/3-321,0.166
UniRef90_A0A934VW02/5-314,0.161
UniRef90_G7V756/6-320,0.168
UniRef90_A0A6N9TQI9/5-313,0.155
UniRef90_A0ABS2NPJ4/5-315,0.153
UniRef90_A0A2H0WRG5/8-331,0.135
UniRef90_UPI003D0F195E/3-313,0.161
UniRef90_A0ABM7REZ5/7-322,0.155
UniRef90_UPI000F3E7741/3-334,0.168
UniRef90_A0ABR0B9A6/54-371,0.150
UniRef90_UPI001045DF65/3-357,0.176
UniRef90_UPI002E335122/4-316,0.161
UniRef90_UPI00316ACA0D/4-218,0.096
UniRef90_A0A1X7UWF6/121-316,0.166
UniRef90_UPI0034A03F4F/6-340,0.158
UniRef90_A0A5J4KMX4/4-324,0.171
UniRef90_A0A7M2WUY2/3-332,0.153
UniRef90_UPI0021D58208/4-314,0.140
UniRef90_A0A1G2KG75/5-349,0.168
UniRef90_A0AB36CZ12/28-339,0.140
UniRef90_UPI00262678FD/4-318,0.163
UniRef90_A0A6N6VNS2/3-316,0.153
UniRef90_T0YEC5/3-320,0.166
